name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
A1	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A2	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A3	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A4	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A5	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A6	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A7	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A8	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A9	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A10	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A11	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A12	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A13	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A14	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A15	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A16	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A17	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A18	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A19	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A20	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A21	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A22	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A23	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A24	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A25	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A26	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A27	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A28	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A29	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A30	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A31	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
A32	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
B1	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
B2	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
B3	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
B4	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
B5	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
B6	EEG	V	0.0	104.0	ElectroEncephaloGram	512.0	good	n/a
