onset	duration	sample	value	trial_type	sequence_id	item_number	list	task_type	condition	expected_article	unexpected_article	expected_noun	unexpected_noun	expected_cloze	unexpected_cloze	plausibility_expected	plausibility_unexpected	sentence_context	sentence_ending	has_question	question_text	question_answer
1.0	0.2	250	255	filler_word	n/a	n/a	n/a	delong	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
2.064	0.2	516	255	filler_word	n/a	n/a	n/a	delong	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.128	0.2	782	202	an_expected	n/a	n/a	n/a	delong	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3.752	0.0	938	121	item_marker	0	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
3.864	0.0	966	60	cloze_marker	0	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
4.288	0.2	1072	205	noun_expected	0	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
4.92	0.0	1230	121	item_marker	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
5.032	0.0	1258	77	cloze_marker	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
5.448	0.2	1362	255	filler_word	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
6.512	0.2	1628	255	filler_word	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
7.576	0.2	1894	255	filler_word	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
8.64	0.2	2160	255	filler_word	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
9.696	0.2	2424	207	final_expected	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
35.768	0.2	8942	255	filler_word	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
36.832	0.2	9208	255	filler_word	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
37.896	0.2	9474	255	filler_word	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
38.96	0.2	9740	255	filler_word	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
40.024	0.2	10006	255	filler_word	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
41.088	0.2	10272	204	an_unexpected	1	21	2	delong	expected	an	a	allowance	pound	60	9	6.29	4.3	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received	to spend as she wished.	False	n/a	n/a
41.712	0.0	10428	143	item_marker	2	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
41.824	0.0	10456	2	cloze_marker	2	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
42.248	0.2	10562	206	noun_unexpected	2	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
42.88	0.0	10720	143	item_marker	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
42.992	0.0	10748	40	cloze_marker	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
43.408	0.2	10852	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
44.472	0.2	11118	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
45.536	0.2	11384	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
46.6	0.2	11650	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
47.664	0.2	11916	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
48.728	0.2	12182	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
49.784	0.2	12446	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
50.848	0.2	12712	208	final_unexpected	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
59.152	0.0	14788	251	question	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
65.896	0.2	16474	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
66.96	0.2	16740	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
68.016	0.2	17004	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
69.08	0.2	17270	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
70.144	0.2	17536	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
71.208	0.2	17802	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
72.272	0.2	18068	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
73.336	0.2	18334	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
74.4	0.2	18600	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
75.456	0.2	18864	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
76.52	0.2	19130	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
77.584	0.2	19396	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
78.648	0.2	19662	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
79.712	0.2	19928	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
80.776	0.2	20194	255	filler_word	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
81.832	0.2	20458	201	a_expected	3	43	2	delong	unexpected	a	an	stamp	envelope	86	2	4.67	3.74	Jeffrey mailed the letter without	so the post office would never deliver it.	True	Did Hannah mail the letter?	no
82.464	0.0	20616	142	item_marker	4	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
82.576	0.0	20644	91	cloze_marker	4	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
83.0	0.2	20750	205	noun_expected	4	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
83.624	0.0	20906	142	item_marker	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
83.736	0.0	20934	37	cloze_marker	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
84.16	0.2	21040	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
85.224	0.2	21306	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
86.288	0.2	21572	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
87.352	0.2	21838	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
88.408	0.2	22102	207	final_expected	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
96.976	0.2	24244	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
98.04	0.2	24510	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
99.104	0.2	24776	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
100.168	0.2	25042	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
101.232	0.2	25308	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
102.296	0.2	25574	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
103.36	0.2	25840	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
104.416	0.2	26104	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
105.48	0.2	26370	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
106.544	0.2	26636	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
107.608	0.2	26902	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
108.672	0.2	27168	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
109.736	0.2	27434	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
110.792	0.2	27698	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
111.856	0.2	27964	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
112.92	0.2	28230	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
113.984	0.2	28496	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
115.048	0.2	28762	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
116.112	0.2	29028	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
117.168	0.2	29292	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
118.232	0.2	29558	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
119.296	0.2	29824	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
120.36	0.2	30090	255	filler_word	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
121.424	0.2	30356	202	an_expected	5	42	2	delong	expected	a	an	parent	adult	91	0	5.74	4.2	Older children often have a harder time than younger children dealing with the loss of	who has cared for them.	False	n/a	n/a
122.056	0.0	30514	149	item_marker	6	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
122.16	0.0	30540	20	cloze_marker	6	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
122.584	0.2	30646	205	noun_expected	6	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
123.216	0.0	30804	149	item_marker	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
123.328	0.0	30832	40	cloze_marker	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
123.744	0.2	30936	255	filler_word	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
124.808	0.2	31202	255	filler_word	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
125.872	0.2	31468	207	final_expected	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
134.112	0.2	33528	255	filler_word	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
135.176	0.2	33794	255	filler_word	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
136.232	0.2	34058	255	filler_word	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
137.296	0.2	34324	255	filler_word	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
138.36	0.2	34590	255	filler_word	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
139.424	0.2	34856	255	filler_word	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
140.488	0.2	35122	255	filler_word	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
141.544	0.2	35386	255	filler_word	7	49	2	delong	expected	an	a	onion	finger	20	2	5.94	5.87	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced	with his knife.	False	n/a	n/a
